,val,date,n,SMA30,SMA60,SMA90,SMA180,EMA,EMA0.3
0,2.5091880313753165,2020-10-02,1,2.5091880313753165,2.5091880313753165,2.5091880313753165,2.5091880313753165,2.5091880313753165,2.5091880313753165
1,190.32628285899315,2020-10-03,2,96.41773544518423,96.41773544518423,96.41773544518423,96.41773544518423,21.290897514137104,58.85431647966066
2,43.32322687402485,2020-10-04,3,78.71956592146444,78.71956592146444,78.71956592146444,78.71956592146444,23.49413045012588,54.19498959796991
3,7.090762604139303,2020-10-05,4,60.812365092133156,60.812365092133156,60.812365092133156,60.812365092133156,21.853793665527224,40.06372149982072
4,16.404632302505753,2020-10-06,5,51.930818534207674,51.930818534207674,51.930818534207674,51.930818534207674,21.308877529225075,32.96599474062623
5,29.66951106908417,2020-10-07,6,48.22060062335376,48.22060062335376,48.22060062335376,48.22060062335376,22.144940883210985,31.97704963916361
6,23.69463048601823,2020-10-08,7,44.71689060373439,44.71689060373439,44.71689060373439,44.71689060373439,22.29990984349171,29.492323893219993
7,65.00638118594743,2020-10-09,8,47.25307692651103,47.25307692651103,47.25307692651103,47.25307692651103,26.570556977737283,40.14654108103822
8,55.38154840200296,2020-10-10,9,48.156240423787914,48.156240423787914,48.156240423787914,48.156240423787914,29.45165612016385,44.71704327732764
9,171.02937977400944,2020-10-11,10,60.44355435881006,60.44355435881006,60.44355435881006,60.44355435881006,43.609428485548406,82.61074422633217
10,16.317026840074178,2020-10-12,11,56.43205185710679,56.43205185710679,56.43205185710679,56.43205185710679,40.88018832100098,62.72262901045477
11,4.187552552506663,2020-10-13,12,52.07834358172346,52.07834358172346,52.07834358172346,52.07834358172346,37.21092474415155,45.16210607307033
12,32.23290727244698,2020-10-14,13,50.55177155793296,50.55177155793296,50.55177155793296,50.55177155793296,36.71312299698109,41.28334643288333
13,164.29928177734828,2020-10-15,14,58.67659371646262,58.67659371646262,58.67659371646262,58.67659371646262,49.47173887501781,78.18812703622281
14,50.75236825438354,2020-10-16,15,58.14831201899069,58.14831201899069,58.14831201899069,58.14831201899069,49.59980181295438,69.95739940167103
15,196.98560209006737,2020-10-17,16,66.82564264843298,66.82564264843298,66.82564264843298,66.82564264843298,64.33838184066569,108.06586020818992
16,350.75887870605703,2020-10-18,17,83.52759771064615,83.52759771064615,83.52759771064615,83.52759771064615,92.98043152720483,180.87376575755005
17,65.02623536868775,2020-10-19,18,82.49974424720402,82.49974424720402,82.49974424720402,82.49974424720402,90.18501191135312,146.11950664089136
18,6.733334467407949,2020-10-20,19,78.51203846932002,78.51203846932002,78.51203846932002,78.51203846932002,81.8398441669586,104.30365498884633
19,12.88067981823594,2020-10-21,20,75.23047053676581,75.23047053676581,75.23047053676581,75.23047053676581,74.94392773208632,76.8767624376632
20,471.7098776763606,2020-10-22,21,94.11044230531795,94.11044230531795,94.11044230531795,94.11044230531795,114.62052272651376,195.3266970092724
21,410.1734355089016,2020-10-23,22,108.47694199638994,108.47694199638994,108.47694199638994,108.47694199638994,144.17581400475254,259.7807185591612
22,138.36004163490276,2020-10-24,23,109.7762071980644,109.7762071980644,109.7762071980644,109.7762071980644,143.59423676776757,223.35451548188365
23,122.47893644743289,2020-10-25,24,110.30548758345475,110.30548758345475,110.30548758345475,110.30548758345475,141.48270673573413,193.09184177154842
24,44.72186318140178,2020-10-26,25,107.68214260737264,107.68214260737264,107.68214260737264,107.68214260737264,131.8066223803009,148.58084819450443
25,271.6455703039053,2020-10-27,26,113.9884282880085,113.9884282880085,113.9884282880085,113.9884282880085,145.79051717266134,185.50026482732466
26,69.17249768552807,2020-10-28,27,112.32857900643515,112.32857900643515,112.32857900643515,112.32857900643515,138.128715223948,150.60193468478568
27,379.0621097379989,2020-10-29,28,121.85477653256244,121.85477653256244,121.85477653256244,121.85477653256244,162.2220546753531,219.13998720074966
28,431.3818008026425,2020-10-30,29,132.52812219704794,132.52812219704794,132.52812219704794,132.52812219704794,189.13802928808204,282.8125312813175
29,113.55240780934928,2020-10-31,30,131.89559838412467,131.89559838412467,131.89559838412467,131.89559838412467,181.57946714020878,232.034494239727
30,215.76482604658963,2020-11-01,31,139.00411965129848,134.60105734097837,134.60105734097837,134.60105734097837,184.99800303084686,227.1535937817858
31,161.7318505402677,2020-11-02,32,138.05097190734097,135.44889462845617,135.44889462845617,135.44889462845617,182.67138778178895,207.52707080933035
32,402.5276185901414,2020-11-03,33,150.0244516312115,143.54218929396177,143.54218929396177,143.54218929396177,204.6570108626242,266.02723514357365
33,80.70838491104472,2020-11-04,34,152.47837237477503,141.694136223876,141.694136223876,141.694136223876,192.26214826746624,210.43158007381496
34,6.453054598735876,2020-11-05,35,152.1466531179827,137.83010532030053,137.83010532030053,137.83010532030053,173.6812389005932,149.2380224312912
35,759.4208791929399,2020-11-06,36,176.47169872211123,155.09651570565165,155.09651570565165,155.09651570565165,232.25520292982787,332.2928794597858
36,1171.7645654782064,2020-11-07,37,214.74069655518414,182.57403056436934,182.57403056436934,182.57403056436934,326.20613918466574,584.134385265312
37,1287.6076376414744,2020-11-08,38,255.4940717703684,211.65386232955632,211.65386232955632,211.65386232955632,422.3462890303466,795.1763609781607
38,1190.1970781634025,2020-11-09,39,293.32125609574837,236.74471401760363,236.74471401760363,236.74471401760363,499.1313679436522,913.6825761337332
39,194.5980681261127,2020-11-10,40,294.10687904081846,235.69104787031637,235.69104787031637,235.69104787031637,468.67803796189827,697.957223731447
40,631.2324120294065,2020-11-11,41,314.6040585471295,245.33839821566005,245.33839821566005,245.33839821566005,484.9334753686491,677.9397802208348
